regio2,regio3,baseRent,totalRent,livingSpace,noRooms,balcony,hasKitchen,newlyConst,yearConstructed,price_per_sqm
Düren_Kreis,Düren,550.0,,100.0,4.0,False,False,False,1962.0,5.5
Essen,Nordviertel,371.0,499.0,50.0,2.0,False,False,False,1910.0,7.42
Düsseldorf,Ludenberg,1400.0,1710.0,126.85,3.5,True,False,False,1960.0,11.03665746945211
Essen,Freisenbruch,279.0,488.0,54.67,2.0,True,False,False,1967.0,5.1033473568684835
Remscheid,Hasten,520.0,670.0,70.0,3.0,True,False,False,1997.0,7.428571428571429
Mülheim_an_der_Ruhr,Styrum,310.87,,67.25,2.0,True,False,False,1972.0,4.622602230483271
Gelsenkirchen,Schalke,350.0,,69.0,3.0,False,False,False,,5.072463768115942
Rhein_Erft_Kreis,Kerpen,1200.0,1350.0,125.0,4.0,True,False,True,2019.0,9.6
Dortmund,Hörde,340.0,,58.0,3.0,True,False,False,1900.0,5.862068965517241
Unna_Kreis,Werne,890.0,1140.0,122.62,4.0,True,False,True,2018.0,7.258196052846191
Herford_Kreis,Herford,969.0,,102.0,3.0,True,False,True,2018.0,9.5
Herford_Kreis,Löhne,500.0,650.0,80.0,2.0,False,False,False,1928.0,6.25
Düsseldorf,Benrath,454.85,583.85,41.35,2.0,True,False,False,1952.0,11.0
Ennepe_Ruhr_Kreis,Hattingen,375.0,590.0,77.45,3.0,True,False,False,1959.0,4.841833440929632
Dortmund,Huckarde,419.0,577.0,48.92,1.5,True,False,False,1950.0,8.56500408830744
Bonn,Weststadt,1200.0,,110.0,4.0,False,False,False,1926.0,10.909090909090908
Recklinghausen_Kreis,Dorsten,530.0,695.0,78.0,3.0,True,False,False,1975.0,6.794871794871795
Köln,Dellbrück,585.0,725.0,64.0,3.0,False,True,False,1930.0,9.140625
Wuppertal,Barmen,317.73,472.73,59.5,2.0,False,False,False,1934.0,5.340000000000001
Rheinisch_Bergischer_Kreis,Burscheid,330.0,506.0,52.0,2.0,True,True,False,,6.346153846153846
Oberhausen,Altstadt_Süd,650.0,791.0,96.0,3.5,True,False,False,1924.0,6.770833333333333
Neuss_Rhein_Kreis,Grevenbroich,900.0,,136.0,3.0,True,False,False,,6.617647058823529
Wuppertal,Uellendahl_Katernberg,1087.0,,81.0,2.0,True,True,False,2009.0,13.419753086419753
Recklinghausen_Kreis,Marl,391.0,546.0,57.46,2.5,True,False,False,2007.0,6.804733727810651
Köln,Nippes,920.0,1120.0,77.0,3.0,True,True,False,,11.948051948051948
Minden_Lübbecke_Kreis,Bad_Oeynhausen,405.0,,60.0,2.5,False,False,False,1966.0,6.75
Bochum,Dahlhausen,328.8,488.8,58.54,2.5,False,False,False,1996.0,5.616672360778955
Solingen,Solingen_Mitte,350.0,459.0,60.0,2.5,False,False,False,,5.833333333333333
Duisburg,Ruhrort,339.0,519.0,57.82,2.0,False,False,False,1948.0,5.863023175371843
Minden_Lübbecke_Kreis,Minden,350.0,450.0,44.69,2.0,False,False,False,1951.0,7.831729693443724
Hagen,Vorhalle,245.0,416.0,50.0,2.0,False,False,False,1950.0,4.9
Bochum,Weitmar_Mitte,606.18,775.18,79.76,3.0,True,False,False,1961.0,7.600050150451353
Bonn,Bad_Godesberg,695.0,915.0,102.14,2.0,True,False,False,1994.0,6.804386136675152
Aachen,Ponttor,1400.0,1650.0,102.0,4.0,True,True,True,2019.0,13.72549019607843
Recklinghausen_Kreis,Herten,330.0,490.0,61.0,2.5,False,False,False,1974.0,5.409836065573771
Soest_Kreis,Warstein,481.0,681.0,80.12,3.0,True,False,False,1969.0,6.003494757863205
Wuppertal,Elberfeld_West,875.0,1040.0,125.0,4.0,True,False,False,1904.0,7.0
Bochum,Eppendorf,296.43,464.43,41.75,2.0,False,False,False,1953.0,7.100119760479042
Gelsenkirchen,Schalke,307.7,416.7,45.25,2.5,False,False,False,1950.0,6.8
Rheinisch_Bergischer_Kreis,Bergisch_Gladbach,980.0,1330.0,112.85,4.0,False,False,False,2006.0,8.68409392999557
Recklinghausen_Kreis,Marl,327.0,427.0,52.0,2.5,True,True,False,1998.0,6.288461538461538
Köln,Widdersdorf,2150.0,2570.0,138.0,4.0,True,True,False,2016.0,15.579710144927537
Herne,Horsthausen,389.0,,61.85,3.0,True,False,False,1960.0,6.289409862570736
Wuppertal,Barmen,364.0,507.0,70.0,2.0,True,False,False,,5.2
Unna_Kreis,Unna,380.0,,55.0,2.0,False,False,False,1980.0,6.909090909090909
Herne,Horsthausen,389.0,,59.86,3.0,True,False,False,1960.0,6.498496491814233
Köln,Humboldt/Gremberg,582.93,,28.34,1.0,False,False,False,2017.0,20.569160197600564
Rhein_Sieg_Kreis,Troisdorf,900.0,1150.0,94.0,3.0,True,True,False,1989.0,9.574468085106384
Gelsenkirchen,Beckhausen,498.72,675.72,75.45,3.5,True,False,False,1974.0,6.609940357852883
Mönchengladbach,Gladbach,530.0,800.0,87.37,3.0,True,False,False,1973.0,6.066155430925947
Rhein_Erft_Kreis,Frechen,1050.0,1350.0,104.0,2.0,False,True,False,1989.0,10.096153846153847
Dortmund,Innenstadt,280.0,355.0,27.0,1.0,False,False,False,,10.37037037037037
Ennepe_Ruhr_Kreis,Witten,308.95,448.95,59.99,2.5,True,False,False,1927.0,5.150025004167361
Bochum,Hamme,750.0,850.0,120.0,4.0,False,True,False,2003.0,6.25
Märkischer_Kreis,Altena,221.0,353.0,55.21,2.0,False,False,False,1923.0,4.002898025719978
Dortmund,Kurl,619.0,884.0,98.0,4.0,True,False,False,1978.0,6.316326530612245
Borken_Kreis,Bocholt,595.0,,85.0,3.0,True,False,False,1957.0,7.0
Köln,Marienburg,1142.92,1392.92,67.27,2.0,True,True,False,,16.990040136762303
Düsseldorf,Unterrath,890.0,1010.0,83.15,3.5,True,False,False,,10.703547805171377
Euskirchen_Kreis,Weilerswist,700.0,876.0,102.0,4.0,True,False,False,2001.0,6.862745098039215
Neuss_Rhein_Kreis,Neuss,650.0,,76.0,3.0,True,False,False,1971.0,8.552631578947368
Gelsenkirchen,Ückendorf,280.0,438.0,52.8,2.0,True,False,False,1961.0,5.303030303030304
Unna_Kreis,Unna,316.24,451.24,65.52,3.0,True,False,False,1972.0,4.826617826617827
Steinfurt_Kreis,Lengerich,220.13,385.13,58.08,2.0,True,False,False,1977.0,3.790117079889807
Essen,Frintrop,405.0,598.0,65.28,3.0,True,False,False,1958.0,6.204044117647059
Krefeld,Kempener_Feld/Baackeshof,790.0,,125.0,4.5,True,False,False,1913.0,6.32
Münster,Hiltrup_Mitte,1355.0,,129.0,4.0,True,True,False,2017.0,10.503875968992247
Wesel_Kreis,Hamminkeln,690.0,,80.28,2.5,True,False,True,2019.0,8.594917787742899
Dortmund,Innenstadt,591.51,827.67,71.34,2.0,True,False,False,1924.0,8.291421362489487
Rhein_Sieg_Kreis,Meckenheim,530.0,650.0,41.0,2.0,True,False,True,2018.0,12.926829268292684
Essen,Huttrop,425.0,,73.2,3.0,True,False,False,1960.0,5.806010928961748
Kleve_Kreis,Goch,330.0,,36.0,1.0,False,False,False,2014.0,9.166666666666666
Neuss_Rhein_Kreis,Neuss,520.0,620.0,60.0,3.0,False,False,False,,8.666666666666666
Düsseldorf,Heerdt,1555.0,,102.44,4.0,True,False,True,2019.0,15.179617336977744
Hagen,Emst,750.0,950.0,97.0,3.0,True,True,False,1994.0,7.731958762886598
Essen,Holsterhausen,355.0,492.0,56.9,2.0,False,False,False,1955.0,6.239015817223199
Mettmann_Kreis,Monheim_am_Rhein,485.0,485.0,28.0,1.5,False,True,False,1979.0,17.321428571428573
Minden_Lübbecke_Kreis,Lübbecke,420.0,570.0,79.0,3.0,True,True,False,1991.0,5.3164556962025316
Rhein_Erft_Kreis,Hürth,440.0,595.0,53.0,2.0,False,True,False,1976.0,8.30188679245283
Köln,Rodenkirchen,980.0,1390.0,103.0,3.0,True,False,False,1961.0,9.514563106796116
Düren_Kreis,Kreuzau,490.0,650.0,70.0,2.0,True,True,False,1994.0,7.0
Rhein_Erft_Kreis,Erftstadt,710.0,890.0,74.3,2.0,True,True,False,1996.0,9.55585464333782
Ennepe_Ruhr_Kreis,Witten,709.0,966.43,105.23,4.5,True,False,False,2012.0,6.737622351040578
Bottrop,Grafenwald,460.0,580.0,76.0,2.5,True,False,False,,6.052631578947368
Aachen,Innenstadt,799.23,910.23,92.29,2.5,False,False,False,1857.0,8.659984830425831
Münster,Domviertel,1300.0,1500.0,85.0,2.0,True,False,False,1890.0,15.294117647058824
Duisburg,Bergheim,645.0,820.0,83.0,3.0,True,True,False,1966.0,7.771084337349397
Essen,Schonnebeck,400.0,580.0,70.0,2.0,False,False,False,,5.714285714285714
Krefeld,Cracau,219.0,305.0,32.89,1.0,False,False,False,1950.0,6.658558832471876
Recklinghausen_Kreis,Marl,390.0,490.0,67.0,2.0,False,True,False,,5.82089552238806
Warendorf_Kreis,Oelde,970.0,1170.0,119.5,3.0,True,False,True,2019.0,8.117154811715482
Duisburg,Laar,363.0,530.0,65.86,3.0,True,False,False,1999.0,5.511691466747647
Bonn,Holzlar,540.0,829.0,60.0,2.0,False,True,False,1975.0,9.0
Duisburg,Rumeln_Kaldenhausen,1350.0,1700.0,110.0,3.0,True,True,False,,12.272727272727273
Recklinghausen_Kreis,Recklinghausen,365.0,535.0,67.0,3.5,False,False,False,1972.0,5.447761194029851
Duisburg,Ruhrort,230.0,320.0,35.0,1.5,False,False,False,,6.571428571428571
Warendorf_Kreis,Warendorf,490.0,490.0,80.0,2.0,False,True,False,,6.125
Mettmann_Kreis,Mettmann,850.0,1100.0,111.0,4.0,True,True,False,,7.657657657657658
Mülheim_an_der_Ruhr,Saarn,700.0,890.0,91.0,3.0,True,False,False,1993.0,7.6923076923076925
Remscheid,Klausen,349.0,,62.74,3.5,True,False,False,1965.0,5.5626394644564865
Essen,Frohnhausen,530.0,,75.0,3.0,False,False,False,1956.0,7.066666666666666
Essen,Altenessen_Süd,380.0,,63.76,2.0,True,False,False,1974.0,5.959849435382686
Lippe_Kreis,Bad_Salzuflen,400.0,550.0,60.0,2.0,True,False,False,1974.0,6.666666666666667
Wesel_Kreis,Dinslaken,540.0,745.0,76.0,3.0,True,False,False,1967.0,7.105263157894737
Höxter_Kreis,Warburg,280.0,350.0,39.0,2.0,True,True,False,2001.0,7.17948717948718
Solingen,Ohligs/Aufderhöhe/Merscheid,683.02,823.02,55.53,2.0,True,True,True,2019.0,12.30001800828381
Dortmund,Oestrich,419.0,581.0,64.89,3.0,False,False,False,1938.0,6.457081214362768
Herne,Baukau_Ost,560.0,795.0,100.0,3.5,True,False,False,1997.0,5.6
Ennepe_Ruhr_Kreis,Schwelm,395.0,,71.2,3.0,True,False,False,1898.0,5.547752808988764
Essen,Stadtkern,460.0,620.0,64.0,3.0,False,False,False,1951.0,7.1875
Dortmund,Eving,299.0,390.0,34.02,2.5,False,False,False,1952.0,8.788947677836566
Olpe_Kreis,Olpe,690.0,,103.5,3.0,False,False,False,1974.0,6.666666666666667
Düsseldorf,Pempelfort,990.0,1140.0,86.0,3.0,True,False,False,1936.0,11.511627906976743
Duisburg,Hochemmerich,327.0,510.0,64.0,2.0,True,False,False,1976.0,5.109375
Herne,Wanne,480.0,589.5,80.0,2.5,False,False,False,,6.0
Solingen,Burg/Höhscheid,390.0,530.0,56.0,2.0,False,False,False,1969.0,6.964285714285714
Lippe_Kreis,Bad_Salzuflen,700.0,870.0,99.5,3.0,True,False,False,1999.0,7.035175879396985
Siegen_Wittgenstein_Kreis,Kreuztal,372.8,,80.14,3.0,True,False,False,1974.0,4.651859246318942
Köln,Kalk,1470.0,1710.0,109.0,3.0,True,True,False,2009.0,13.486238532110091
Bielefeld,Gellershagen,420.0,,58.0,2.0,True,True,False,1993.0,7.241379310344827
Mülheim_an_der_Ruhr,Mitte,880.0,1030.0,120.0,3.0,True,False,False,1920.0,7.333333333333333
Köln,Lindenthal,1400.0,1730.0,100.0,2.0,True,True,False,1965.0,14.0
Essen,Frohnhausen,375.0,515.0,60.0,3.0,False,False,False,1956.0,6.25
Essen,Kettwig,532.8,632.8,74.0,3.0,False,False,False,1972.0,7.199999999999999
Gütersloh_Kreis,Schloß_Holte_Stukenbrock,680.0,,84.8,3.0,True,False,False,2007.0,8.018867924528303
Rheinisch_Bergischer_Kreis,Burscheid,715.0,955.0,82.0,3.0,True,True,False,1999.0,8.71951219512195
Duisburg,Hochfeld,280.0,380.0,49.0,2.0,True,True,False,,5.714285714285714
Düsseldorf,Oberkassel,1550.0,1810.0,124.0,4.0,True,False,False,1955.0,12.5
Lippe_Kreis,Detmold,800.0,1000.0,120.0,3.0,True,False,False,,6.666666666666667
Ennepe_Ruhr_Kreis,Witten,385.0,505.0,64.0,2.5,True,False,False,1954.0,6.015625
Krefeld,Gartenstadt,509.0,,73.0,3.0,True,False,False,1961.0,6.972602739726027
Coesfeld_Kreis,Lüdinghausen,682.15,,77.9,2.0,True,False,True,2018.0,8.756739409499357
Gelsenkirchen,Rotthausen,300.0,450.0,50.2,2.0,False,False,False,,5.9760956175298805
Siegen_Wittgenstein_Kreis,Siegen,379.16,615.0,66.86,3.0,True,False,False,1986.0,5.670954232725098
Duisburg,Rumeln_Kaldenhausen,435.0,605.0,68.43,3.0,True,False,False,1967.0,6.356861025865848
Remscheid,Hasenberg,443.19,685.54,79.0,2.0,True,False,False,1964.0,5.61
Aachen_Kreis,Würselen,700.0,975.0,81.42,3.0,True,False,True,2018.0,8.597396217145665
Essen,Frintrop,390.0,490.0,54.0,2.5,True,False,False,1965.0,7.222222222222222
Essen,Katernberg,499.0,706.0,62.84,3.5,True,False,False,1965.0,7.940802036919159
Duisburg,Mündelheim,428.0,588.0,66.0,3.5,False,False,False,,6.484848484848484
Euskirchen_Kreis,Euskirchen,800.0,920.0,100.0,3.0,False,False,False,,8.0
Düsseldorf,Golzheim,800.0,850.0,52.0,2.0,False,True,False,1920.0,15.384615384615385
Unna_Kreis,Schwerte,372.0,452.0,62.8,2.0,False,False,False,1965.0,5.923566878980892
Essen,Stadtkern,650.0,810.0,87.55,3.5,False,True,False,1964.0,7.424328954882924
Bielefeld,Brackwede,600.0,,75.0,2.0,True,False,False,1974.0,8.0
Essen,Karnap,389.0,493.0,60.1,2.5,True,True,False,1945.0,6.472545757071547
Wesel_Kreis,Xanten,935.0,,94.0,2.0,True,False,True,2019.0,9.946808510638299
Düsseldorf,Lörick,953.61,1168.11,71.5,2.0,True,False,False,1975.0,13.337202797202798
Herne,Börnig/Holthausen,430.0,,67.0,3.5,False,False,False,1962.0,6.417910447761194
Viersen_Kreis,Viersen,470.0,,72.76,3.0,False,False,False,1994.0,6.459593183067619
Kleve_Kreis,Kleve,295.0,,24.0,1.0,True,True,False,2014.0,12.291666666666666
Köln,Volkhoven/Weiler,539.24,,63.44,2.0,False,False,False,1997.0,8.5
Essen,Katernberg,599.0,831.0,79.51,3.5,True,False,False,1982.0,7.533643566846937
Duisburg,Hochemmerich,368.65,469.65,65.83,2.0,False,False,False,1956.0,5.600030381285128
Köln,Weidenpesch,600.0,740.0,52.0,2.0,True,True,False,1930.0,11.538461538461538
Hagen,Eilpe,312.0,406.0,60.0,2.0,True,False,False,1953.0,5.2
Oberhausen,Lirich_Nord,301.0,469.0,58.0,2.5,False,False,False,1925.0,5.189655172413793
Borken_Kreis,Gronau_Westfalen,369.0,495.0,50.67,2.0,True,False,False,1957.0,7.282415630550622
Aachen,Aachen_Eilendorf,590.0,720.0,70.0,3.0,True,False,False,,8.428571428571429
Düsseldorf,Benrath,1350.0,1480.0,120.0,4.0,False,True,False,1909.0,11.25
Mönchengladbach,Rheydt,582.54,795.54,90.0,3.0,False,False,False,1989.0,6.472666666666666
Bochum,Kruppwerke,380.0,499.0,45.0,2.0,False,False,False,1958.0,8.444444444444445
Aachen,Frankenberg,860.0,1010.0,76.0,3.0,True,True,False,,11.31578947368421
Essen,Schonnebeck,435.0,610.0,63.0,3.5,False,False,False,1910.0,6.904761904761905
Essen,Katernberg,428.0,608.0,61.59,2.0,True,False,False,1954.0,6.9491800616983275
Düsseldorf,Golzheim,1390.0,1695.0,109.0,4.0,True,False,True,2018.0,12.752293577981652
Duisburg,Neudorf_Nord,750.0,985.0,100.0,4.0,False,True,False,,7.5
Oberhausen,Sterkrade_Nord,233.94,365.94,42.0,2.0,False,False,False,1953.0,5.57
Gelsenkirchen,Schalke,271.0,316.0,56.39,2.5,False,False,False,,4.805816634154992
Recklinghausen_Kreis,Gladbeck,425.2,585.2,57.07,3.0,True,False,False,1956.0,7.450499386718065
Viersen_Kreis,Viersen,450.0,550.0,66.0,2.0,True,False,False,,6.818181818181818
Wesel_Kreis,Hamminkeln,590.0,,113.0,3.0,False,False,False,1968.0,5.221238938053097
Aachen,Ponttor,621.0,726.0,46.0,2.0,False,True,False,1999.0,13.5
Recklinghausen_Kreis,Gladbeck,411.0,559.0,55.39,3.0,False,False,False,1942.0,7.420111933562015
Neuss_Rhein_Kreis,Neuss,490.0,620.0,56.0,2.0,True,True,False,1972.0,8.75
Duisburg,Neudorf_Nord,460.03,625.03,63.01,2.5,True,False,False,1932.0,7.300904618314553
Remscheid,Innenstadt,490.0,,75.0,3.0,True,False,False,1958.0,6.533333333333333
Aachen,Laurensberg,320.0,460.0,29.0,1.0,True,True,False,1972.0,11.03448275862069
Duisburg,Dellviertel,595.0,795.0,70.0,2.5,False,True,False,1913.0,8.5
Mettmann_Kreis,Ratingen,750.0,970.0,108.0,2.0,False,False,False,1650.0,6.944444444444445
Duisburg,Duissern,530.0,650.0,55.0,2.0,False,False,False,1953.0,9.636363636363637
Münster,Gievenbeck,560.0,810.0,74.0,2.0,True,True,False,,7.5675675675675675
Wuppertal,Vohwinkel,530.0,770.0,86.0,3.0,True,False,False,1965.0,6.162790697674419
Essen,Bredeney,1150.0,1400.0,116.0,3.0,True,True,False,1907.0,9.913793103448276
Mülheim_an_der_Ruhr,Mitte,384.0,576.0,64.0,2.0,True,False,False,1995.0,6.0
Herford_Kreis,Bünde,425.0,,69.0,3.0,False,False,False,,6.159420289855072
Bonn,Beuel,1092.0,1385.0,86.4,2.5,False,True,True,2018.0,12.638888888888888
Aachen,Adalbertsteinweg,449.0,549.0,45.0,2.0,True,True,False,1995.0,9.977777777777778
Duisburg,Rumeln_Kaldenhausen,420.0,590.0,65.0,2.0,True,False,False,1997.0,6.461538461538462
Oberhausen,Altstadt_Mitte,320.0,420.0,60.0,2.5,False,False,False,1957.0,5.333333333333333
Kleve_Kreis,Kleve,950.0,1150.0,72.0,3.0,True,False,True,2019.0,13.194444444444445
Wesel_Kreis,Dinslaken,468.0,668.0,77.86,3.5,True,False,False,1930.0,6.010788594913948
Düsseldorf,Derendorf,920.0,,66.0,2.0,True,False,True,2018.0,13.93939393939394
Mülheim_an_der_Ruhr,Speldorf,598.0,,87.0,3.0,True,False,False,,6.873563218390805
Rhein_Sieg_Kreis,Neunkirchen_Seelscheid,700.0,700.0,85.0,3.0,True,False,False,,8.235294117647058
Essen,Stoppenberg,399.0,543.0,49.0,2.5,False,False,False,1953.0,8.142857142857142
Düsseldorf,Unterbilk,1261.0,1591.0,97.0,3.0,False,False,False,1895.0,13.0
Duisburg,Rheinhausen_Mitte,380.0,580.0,65.0,3.0,True,False,False,1958.0,5.846153846153846
Essen,Katernberg,299.9,468.9,48.0,2.0,False,False,False,1951.0,6.247916666666666
Herford_Kreis,Vlotho,250.0,370.0,45.0,2.0,True,True,False,1970.0,5.555555555555555
Rheinisch_Bergischer_Kreis,Rösrath,800.0,1010.0,97.0,3.5,True,True,True,2018.0,8.24742268041237
Krefeld,Stadtmitte,725.0,800.0,90.0,3.0,False,False,False,1956.0,8.055555555555555
Soest_Kreis,Warstein,380.0,460.0,80.0,3.0,True,False,False,,4.75
Köln,Widdersdorf,695.0,865.0,66.8,2.0,True,False,False,2004.0,10.404191616766468
Duisburg,Hochemmerich,585.0,645.0,90.0,4.0,False,False,False,1958.0,6.5
Ennepe_Ruhr_Kreis,Herdecke,500.0,665.0,62.5,3.0,False,False,False,1972.0,8.0
Remscheid,Hasenberg,529.19,754.18,73.0,3.0,True,False,False,1962.0,7.249178082191782
Bottrop,Eigen,435.0,595.0,69.0,3.5,False,False,False,1973.0,6.304347826086956
Ennepe_Ruhr_Kreis,Witten,591.5,761.5,91.0,4.0,False,True,False,1900.0,6.5
Märkischer_Kreis,Kierspe,382.7,,74.31,3.0,False,False,False,1994.0,5.150047099986542
Coesfeld_Kreis,Nottuln,520.0,670.0,82.0,3.0,False,True,False,1962.0,6.341463414634147
Hagen,Wehringhausen,740.0,870.0,124.0,4.0,False,False,False,1900.0,5.967741935483871
Mönchengladbach,Hardterbroich_Pesch,930.0,,133.0,4.0,False,False,False,1996.0,6.992481203007519
Mülheim_an_der_Ruhr,Broich,533.06,823.06,70.14,3.0,True,False,False,1999.0,7.599942971200456
Rhein_Erft_Kreis,Erftstadt,340.0,480.0,41.0,1.0,True,False,False,1970.0,8.292682926829269
Dortmund,Nette,320.07,450.07,39.08,1.0,True,False,False,1973.0,8.190122824974411
Bochum,Weitmar_Mark,495.0,620.0,63.6,3.0,True,False,False,1967.0,7.783018867924528
Unna_Kreis,Bergkamen,389.75,589.75,81.92,3.5,True,False,False,1983.0,4.7576904296875
Neuss_Rhein_Kreis,Dormagen,590.0,790.0,60.0,2.0,True,True,False,1988.0,9.833333333333334
Gelsenkirchen,Horst,350.0,,61.0,3.0,True,False,False,1975.0,5.737704918032787
Siegen_Wittgenstein_Kreis,Siegen,562.85,800.85,63.96,2.0,True,False,False,2008.0,8.800031269543465
Recklinghausen_Kreis,Marl,395.0,570.0,73.0,3.5,False,False,False,1993.0,5.410958904109589
Dortmund,Holzen,265.0,360.0,35.0,2.5,False,False,False,1965.0,7.571428571428571
Köln,Zündorf,1026.0,1215.25,76.0,2.0,True,False,False,,13.5
Lippe_Kreis,Bad_Salzuflen,320.76,,54.0,2.0,True,False,False,1966.0,5.9399999999999995
Mülheim_an_der_Ruhr,Speldorf,320.0,480.0,34.0,1.0,True,False,False,,9.411764705882353
Ennepe_Ruhr_Kreis,Witten,589.0,,80.0,3.0,True,False,False,1997.0,7.3625
Gelsenkirchen,Buer,415.0,585.0,67.0,3.0,False,False,False,,6.1940298507462686
Bochum,Dahlhausen,620.0,770.0,89.0,4.0,True,False,False,,6.966292134831461
Rhein_Sieg_Kreis,Neunkirchen_Seelscheid,740.0,936.0,86.0,2.0,True,False,False,,8.604651162790697
Gelsenkirchen,Hassel,329.0,525.0,58.71,3.0,True,False,False,,5.603815363651848
Recklinghausen_Kreis,Dorsten,390.13,,75.33,3.5,True,False,False,1985.0,5.178945971060666
Heinsberg_Kreis,Erkelenz,460.0,530.0,61.0,2.0,False,False,False,1984.0,7.540983606557377
Duisburg,Dellviertel,360.0,510.0,50.0,2.0,False,True,False,,7.2
Rhein_Sieg_Kreis,Meckenheim,770.0,,64.0,2.0,True,False,True,2019.0,12.03125
Ennepe_Ruhr_Kreis,Witten,437.78,649.78,58.37,2.5,True,False,False,1959.0,7.500085660442008
Euskirchen_Kreis,Zülpich,307.93,550.37,56.09,2.0,True,False,False,2011.0,5.489926903191299
Düsseldorf,Carlstadt,870.0,1120.0,72.5,2.0,True,True,False,,12.0
Essen,Altenessen_Süd,365.0,,53.0,3.0,False,False,False,1960.0,6.886792452830188
Düsseldorf,Derendorf,530.0,,52.0,2.0,False,True,False,1951.0,10.192307692307692
Köln,Immendorf,790.0,990.0,76.0,3.0,False,False,False,1971.0,10.394736842105264
Remscheid,Lennep,1050.0,1350.0,150.0,5.0,False,False,False,,7.0
Lippe_Kreis,Extertal,340.0,440.0,77.0,4.0,False,False,False,,4.415584415584416
Düren_Kreis,Jülich,340.0,475.0,68.0,3.0,False,False,False,1960.0,5.0
Remscheid,Innenstadt,1020.0,,126.0,3.0,True,True,False,1996.0,8.095238095238095
Herne,Wanne,559.0,838.0,78.73,3.5,True,False,False,1993.0,7.100215927854693
Minden_Lübbecke_Kreis,Bad_Oeynhausen,350.0,,62.0,2.0,False,False,False,1992.0,5.645161290322581
Bonn,Nordstadt,480.0,590.0,32.0,1.0,True,False,False,2017.0,15.0
Essen,Kettwig,1380.0,1710.0,140.0,3.0,True,False,False,2010.0,9.857142857142858
Recklinghausen_Kreis,Herten,463.68,670.68,73.6,3.0,True,False,False,1957.0,6.300000000000001
Unna_Kreis,Bergkamen,643.0,898.0,89.3,4.5,True,False,False,1984.0,7.200447928331467
Duisburg,Alt_Homberg,600.0,825.0,107.0,4.0,False,False,False,,5.607476635514018
Leverkusen,Rheindorf,560.0,,80.0,3.0,False,False,False,1973.0,7.0
Hagen,Altenhagen,306.0,465.0,51.0,2.0,True,False,False,1953.0,6.0
Düsseldorf,Pempelfort,1250.0,1480.0,86.0,3.0,True,True,False,2004.0,14.534883720930232
Mülheim_an_der_Ruhr,Eppinghofen,450.0,545.0,83.0,3.0,False,False,False,,5.421686746987952
Gelsenkirchen,Hassel,314.0,464.0,54.0,2.5,False,False,False,,5.814814814814815
Essen,Altendorf,450.0,600.0,43.0,2.0,False,True,False,1956.0,10.465116279069768
Solingen,Ohligs/Aufderhöhe/Merscheid,930.0,1030.0,89.31,3.0,True,False,False,2017.0,10.413167618407792
Essen,Heisingen,830.0,1080.0,88.0,2.0,True,False,False,,9.431818181818182
Gelsenkirchen,Hassel,369.0,504.0,58.07,2.0,True,False,False,1960.0,6.354399862235233
Essen,Südostviertel,420.0,570.0,60.0,2.0,False,False,False,,7.0
Recklinghausen_Kreis,Recklinghausen,350.0,,52.0,2.0,False,False,False,1955.0,6.730769230769231
Düsseldorf,Wersten,1400.0,1600.0,102.6,3.0,True,False,True,2019.0,13.645224171539962
Gelsenkirchen,Horst,330.0,430.0,61.0,3.0,False,False,False,1963.0,5.409836065573771
Dortmund,Innenstadt,450.0,,60.0,2.0,False,False,False,1904.0,7.5
Mönchengladbach,Gladbach,410.0,540.0,70.0,3.0,False,False,False,,5.857142857142857
Bochum,Dahlhausen,705.0,905.0,92.0,4.0,True,False,False,1972.0,7.663043478260869
Neuss_Rhein_Kreis,Neuss,780.0,,100.0,3.0,True,True,False,1997.0,7.8
Märkischer_Kreis,Balve,590.0,,97.0,4.0,True,False,False,1981.0,6.082474226804123
Duisburg,Hochemmerich,276.79,422.79,55.58,2.0,False,False,False,1953.0,4.980028787333573
Mönchengladbach,Westend,407.67,,80.0,3.0,True,False,False,1996.0,5.095875
Rhein_Erft_Kreis,Kerpen,604.8,837.8,84.0,3.0,True,False,False,1970.0,7.199999999999999
Mettmann_Kreis,Mettmann,710.0,1000.0,97.67,3.0,True,False,False,1938.0,7.269376471792771
Aachen,Burtscheider_Abtei,320.0,440.0,25.5,1.0,False,True,False,1995.0,12.549019607843137
Rhein_Erft_Kreis,Hürth,720.0,920.0,80.0,3.0,True,False,False,1971.0,9.0
Essen,Ostviertel,695.0,,99.51,5.0,False,False,False,1963.0,6.984222691186815
Mettmann_Kreis,Mettmann,550.0,750.0,70.0,4.0,True,False,False,1900.0,7.857142857142857
Mettmann_Kreis,Ratingen,620.0,760.0,43.0,2.0,True,False,False,1986.0,14.418604651162791
Herne,Wanne_Süd,660.0,810.0,110.0,4.0,False,False,False,,6.0
Recklinghausen_Kreis,Datteln,360.0,530.0,73.0,3.0,True,False,False,,4.931506849315069
Rheinisch_Bergischer_Kreis,Bergisch_Gladbach,720.0,930.0,75.0,3.0,False,False,False,,9.6
Märkischer_Kreis,Lüdenscheid,359.0,604.0,58.16,3.0,True,False,False,1962.0,6.172627235213206
Köln,Dellbrück,693.5,853.5,73.0,2.5,False,False,False,1900.0,9.5
Bochum,Weitmar_Mitte,428.26,604.26,43.7,2.5,False,False,False,1941.0,9.799999999999999
Essen,Kray,400.0,,65.0,2.5,False,False,False,1905.0,6.153846153846154
